Unnamed: 0,Tenure,Gender,EducationLevel,LoanStatus,NetPromoterScore,TransactionFrequency,Surname,Age,Geography,ComplaintsCount,HasCrCard,EstimatedSalary,IsActiveMember,AvgTransactionAmount,CustomerSegment,MaritalStatus,DigitalEngagementScore,ID,CreditScore,SavingsAccountFlag,Balance,NumOfProducts,Exited
6215,2.0,Male,Postgraduate,Active loan,1.0,34.0,,32.0,Germany,,1.0,,0.0,,,Divorced,47.0,6105.0,,0.0,,1.0,0
6216,,Male,University,No loan,,17.0,Lung,31.0,France,,1.0,69664.35,0.0,128.32902938759,,Married,55.0,4413.0,,1.0,198113.86,1.0,0
6217,10.0,Female,University,,10.0,,Micklem,32.0,,,1.0,,1.0,125.498209386534,Mass Market,Married,41.0,2654.0,447.0,,,1.0,0
6218,2.0,Male,Postgraduate,Default risk,,44.0,Buda,42.0,Spain,2.0,1.0,168294.27,1.0,319.059232935112,High Net Worth,,,4200.0,679.0,0.0,0.0,,0
6219,,,High School,,,40.0,Fleming,35.0,,,,143774.06,,64.576081950002,Affluent,Single,,1373.0,680.0,1.0,0.0,2.0,0
6220,9.0,Female,High School,,2.0,29.0,,39.0,Germany,0.0,1.0,94711.43,,50.5607354385448,Affluent,Single,55.0,4856.0,,1.0,,,0
6221,,Female,Postgraduate,Active loan,,37.0,Vasilyeva,29.0,Spain,1.0,1.0,129629.41,1.0,75.2875254013542,High Net Worth,Divorced,,6876.0,590.0,,99250.08,,0
6222,2.0,Female,University,No loan,,,Zetticci,37.0,France,0.0,1.0,71972.95,1.0,,Mass Market,Married,58.0,5272.0,698.0,,166178.02,,0
6223,,,,Active loan,6.0,31.0,Gardener,35.0,France,0.0,0.0,79957.95,1.0,142.18088065451,Affluent,Single,74.0,2613.0,,,133111.73,1.0,0
6224,,Female,,No loan,10.0,,Sanderson,39.0,,,,132741.13,0.0,157.390034114556,,Married,87.0,5186.0,607.0,1.0,0.0,3.0,1
6225,2.0,Female,University,,9.0,,Scott,32.0,Spain,0.0,1.0,80130.54,1.0,79.8076533122089,Mass Market,Married,67.0,6584.0,538.0,1.0,166930.76,,0
6226,8.0,Male,University,No loan,10.0,23.0,,34.0,Spain,0.0,1.0,180595.02,1.0,,Mass Market,Married,83.0,4514.0,,1.0,0.0,,0
6227,9.0,Male,,No loan,,,,27.0,,0.0,0.0,,1.0,136.470538808205,Mass Market,,76.0,1376.0,624.0,1.0,94667.29,2.0,0
6228,9.0,Male,High School,,2.0,27.0,Bergamaschi,56.0,France,,,85547.33,0.0,102.750974427799,,,,,,,0.0,,1
6229,5.0,Male,University,,10.0,23.0,Austin,38.0,Germany,0.0,,,,43.7246171524393,Mass Market,,62.0,5611.0,732.0,1.0,178787.54,,0
6230,10.0,,,,10.0,39.0,Chukwualuka,39.0,,0.0,,22878.16,,163.267068761807,,Married,52.0,1003.0,,1.0,,1.0,1
6231,,Female,High School,Active loan,4.0,32.0,Lucas,,France,,,131177.22,,100.5646495761,Affluent,,53.0,,,0.0,,1.0,0
6232,7.0,Male,University,No loan,10.0,32.0,,36.0,France,0.0,,118971.74,,,Mass Market,Married,36.0,2086.0,,1.0,103688.19,1.0,0
6233,,Male,,No loan,9.0,30.0,Shen,48.0,Germany,0.0,1.0,82469.06,,146.66130192041,,Married,,6575.0,659.0,1.0,123593.22,2.0,1
6234,6.0,Male,High School,Active loan,,25.0,Chiawuotu,32.0,,0.0,0.0,,,,Affluent,Single,67.0,6787.0,606.0,1.0,0.0,2.0,0
6235,7.0,Male,,Active loan,1.0,27.0,Thompson,,Germany,1.0,1.0,197812.16,1.0,81.0424608601083,,Divorced,59.0,5306.0,563.0,0.0,105007.31,,0
6236,1.0,Male,University,No loan,8.0,30.0,Sung,37.0,France,,,30461.55,0.0,88.4891809043742,,,,5331.0,553.0,,0.0,,0
6237,4.0,,University,,,32.0,Morres,31.0,France,0.0,1.0,33082.81,1.0,,,Married,47.0,,850.0,,,2.0,0
6238,8.0,Male,High School,,9.0,29.0,Hollis,48.0,France,0.0,1.0,23344.94,,,Mass Market,Married,66.0,,679.0,1.0,0.0,2.0,0
6239,,,High School,,9.0,28.0,Manna,46.0,Germany,0.0,1.0,,1.0,47.4567921790732,Affluent,Single,72.0,6896.0,567.0,1.0,68238.51,2.0,0
6240,6.0,Female,High School,No loan,,,Tseng,39.0,,0.0,1.0,85167.88,1.0,95.200805135683,Affluent,Single,,1674.0,,,0.0,1.0,0
6241,8.0,,,Default risk,1.0,29.0,Hayden,,,,1.0,183717.94,1.0,,,Divorced,84.0,1174.0,606.0,0.0,,2.0,0
6242,10.0,Female,University,,,34.0,Greco,77.0,Germany,,,59595.66,1.0,136.737088968681,Mass Market,Married,,3083.0,673.0,,76510.52,,0
6243,,Female,,Default risk,,26.0,Lloyd,,Spain,,0.0,110932.24,1.0,80.8538703965642,High Net Worth,Divorced,64.0,,,0.0,,1.0,1
6244,10.0,,High School,Active loan,4.0,,Rohu,25.0,Germany,,0.0,131501.72,,197.375020913566,Affluent,,85.0,607.0,,0.0,76968.12,2.0,0
6245,5.0,Male,Postgraduate,,7.0,24.0,,40.0,France,,1.0,153537.55,1.0,86.6805272250382,High Net Worth,Divorced,66.0,834.0,701.0,,169742.64,,1
6246,7.0,Female,,,3.0,,Ko,,Spain,,,,,145.636566430075,High Net Worth,Divorced,44.0,,648.0,0.0,81153.82,1.0,1
6247,5.0,Female,University,No loan,,31.0,Ballard,25.0,Germany,0.0,,58426.81,1.0,84.3306594186345,Mass Market,Married,55.0,,604.0,1.0,,,0
6248,8.0,Male,Postgraduate,,6.0,24.0,Stevens,38.0,Spain,1.0,1.0,133692.88,,171.826419315488,Affluent,Divorced,59.0,4361.0,676.0,0.0,0.0,2.0,0
6249,7.0,Female,,,,15.0,Carpenter,38.0,France,2.0,1.0,157664.02,1.0,105.733284482849,High Net Worth,Divorced,,5339.0,688.0,,123544.21,1.0,0
6250,2.0,Female,,Active loan,5.0,30.0,Osborne,61.0,France,0.0,1.0,,1.0,,,Single,66.0,,556.0,1.0,117419.35,1.0,0
6251,3.0,Male,University,No loan,,25.0,McIntosh,40.0,Spain,0.0,,171867.08,0.0,112.899403004531,Mass Market,Married,52.0,2552.0,,,221532.8,,0
6252,6.0,Male,,No loan,9.0,,Coates,25.0,Germany,,1.0,114774.35,0.0,66.8359395038237,Mass Market,Married,32.0,,,1.0,104013.79,1.0,0
6253,,Female,High School,,6.0,29.0,Esposito,,Germany,,1.0,,,103.559710913591,Affluent,Single,56.0,,,0.0,127421.78,,1
6254,,,University,No loan,10.0,32.0,Reid,33.0,Spain,0.0,1.0,,1.0,114.389297547915,,Married,74.0,5940.0,,,,1.0,0
6255,10.0,Female,Postgraduate,Default risk,0.0,26.0,Mirams,33.0,Spain,,1.0,62674.42,0.0,121.575408618059,,,66.0,445.0,,0.0,75592.43,,0
6256,5.0,,University,No loan,10.0,27.0,Huang,38.0,France,,0.0,,1.0,43.6974575706745,Mass Market,Married,51.0,,547.0,,,,0
6257,4.0,,High School,,9.0,,Hawkins,,France,0.0,,142331.39,1.0,40.3359139097369,Mass Market,Married,,2916.0,693.0,1.0,0.0,2.0,0
6258,8.0,Female,University,No loan,8.0,35.0,Bull,,France,0.0,,126434.61,1.0,77.2159068386974,Mass Market,,53.0,5668.0,,1.0,92472.1,2.0,0
6259,10.0,,,No loan,9.0,,,,France,0.0,0.0,155641.46,1.0,252.383346720072,Mass Market,Married,36.0,6939.0,606.0,1.0,,,0
6260,5.0,Male,,Default risk,,33.0,,,Spain,2.0,1.0,100637.07,,121.475309376385,High Net Worth,,51.0,4071.0,,0.0,102145.13,1.0,0
6261,6.0,Female,University,No loan,10.0,,,29.0,Germany,0.0,1.0,96051.1,1.0,73.7872133702237,Mass Market,,48.0,5916.0,600.0,1.0,,2.0,0
6262,2.0,Female,High School,Active loan,6.0,25.0,,48.0,France,0.0,0.0,,0.0,,Affluent,Single,,3850.0,779.0,0.0,115290.27,,1
6263,7.0,Male,University,,10.0,,,45.0,Germany,0.0,0.0,,1.0,,,Married,62.0,,,1.0,102703.62,1.0,1
6264,2.0,Male,University,No loan,8.0,24.0,,,Spain,,0.0,49185.57,1.0,76.3929585091489,,Married,58.0,4785.0,717.0,1.0,102989.83,2.0,0
6265,6.0,Male,University,No loan,8.0,31.0,,,,0.0,,62972.13,,212.452752495601,Mass Market,,,1349.0,757.0,,105128.85,2.0,0
6266,,,University,No loan,,26.0,,29.0,,0.0,1.0,189558.44,1.0,65.1532986797362,,Married,46.0,4007.0,549.0,1.0,0.0,2.0,0
6267,10.0,Female,,,,28.0,,20.0,France,,0.0,100566.81,0.0,205.898882040708,High Net Worth,Divorced,62.0,,636.0,0.0,,1.0,0
6268,,Male,University,No loan,,,Watson,39.0,France,0.0,1.0,188187.05,0.0,,,,90.0,3536.0,752.0,1.0,0.0,,0
6269,8.0,Female,Postgraduate,Active loan,3.0,,Chiang,,Spain,,1.0,110114.38,0.0,159.739225375438,High Net Worth,Divorced,47.0,,526.0,,114634.63,,1
6270,2.0,Male,University,No loan,10.0,21.0,Shen,43.0,France,0.0,1.0,146379.3,1.0,145.646850543229,Mass Market,,60.0,3335.0,631.0,1.0,0.0,2.0,0
6272,,Male,University,,10.0,38.0,De Luca,43.0,France,0.0,1.0,,0.0,,Mass Market,Married,45.0,3928.0,678.0,1.0,133237.21,,1
6273,5.0,Male,Postgraduate,Active loan,3.0,35.0,Marshall,,Spain,,0.0,196108.51,1.0,105.942243328319,,,62.0,133.0,616.0,0.0,,2.0,0
6274,3.0,Male,University,No loan,8.0,40.0,,48.0,Germany,0.0,1.0,103944.37,,99.2925837375295,,,88.0,2746.0,697.0,1.0,151691.44,2.0,0
6276,,Male,,,10.0,,Sadler,51.0,,0.0,1.0,176403.33,0.0,111.992728965075,Mass Market,,,3646.0,671.0,,96891.46,1.0,1
6277,,,Other,Default risk,0.0,29.0,Ives,,France,5.0,0.0,13848.58,,85.5599536295351,,Widowed,87.0,2619.0,,0.0,,1.0,0
6278,2.0,Female,Other,Default risk,,29.0,Balmain,27.0,France,,,63495.86,0.0,107.877425138183,,Widowed,69.0,817.0,,0.0,0.0,,0
6279,,Male,,Active loan,5.0,31.0,Ibeamaka,,Spain,0.0,0.0,,,84.0570658429264,Affluent,,91.0,,504.0,1.0,0.0,,0
6280,6.0,Male,University,No loan,8.0,,,31.0,,,1.0,19448.93,1.0,109.671870203349,,Married,,1096.0,694.0,1.0,109052.59,,1
6281,,Female,University,No loan,10.0,35.0,,33.0,,0.0,0.0,70221.13,1.0,201.127471841616,Mass Market,Married,59.0,6363.0,,,0.0,,1
6282,4.0,Male,University,No loan,10.0,30.0,Humphries,39.0,Germany,0.0,,38466.39,0.0,56.7129992381794,Mass Market,Married,80.0,,591.0,1.0,,1.0,0
6283,1.0,,,,0.0,,,,,2.0,1.0,81431.99,0.0,142.841687228162,High Net Worth,Divorced,68.0,,,0.0,123378.2,1.0,1
6284,10.0,Female,,Active loan,4.0,28.0,Price,25.0,Spain,0.0,,121562.33,,111.623866088656,,,,392.0,685.0,,128509.63,1.0,0
6285,1.0,Female,,Default risk,0.0,26.0,P'an,,Spain,,,82796.29,,33.573578921456,High Net Worth,Widowed,,3782.0,,0.0,,1.0,0
6286,3.0,Female,Postgraduate,Default risk,1.0,,McLean,,,2.0,1.0,,0.0,85.2779606602014,High Net Worth,Divorced,55.0,4364.0,,,0.0,1.0,1
6287,4.0,Female,High School,Active loan,4.0,,Wang,34.0,Spain,0.0,1.0,60688.38,,32.5575874408894,Affluent,,,5333.0,507.0,0.0,,2.0,0
6288,1.0,Male,High School,Active loan,6.0,33.0,Kung,,France,0.0,,,,,Affluent,Single,77.0,,427.0,0.0,,1.0,0
6289,,,,Active loan,,29.0,Milano,38.0,Spain,0.0,,20778.39,0.0,149.630051345637,,,60.0,4267.0,759.0,0.0,0.0,2.0,0
6290,5.0,,High School,Active loan,4.0,,Kent,23.0,Spain,0.0,1.0,180622.43,1.0,118.518150736308,Affluent,Single,78.0,3062.0,,0.0,,1.0,0
6291,,,High School,,7.0,37.0,Manna,,France,0.0,1.0,94148.3,1.0,195.269970505899,Affluent,Single,38.0,,707.0,,0.0,3.0,0
6292,2.0,,University,,9.0,28.0,McElhone,32.0,France,,,138578.37,,101.98960361371,Mass Market,Married,,4389.0,709.0,,87814.89,1.0,0
6293,1.0,Female,,,10.0,25.0,Warren,31.0,Germany,0.0,,199255.32,0.0,46.1486284014582,Mass Market,Married,,5823.0,748.0,,99557.94,1.0,0
6294,0.0,Male,University,No loan,,27.0,Griffen,41.0,,0.0,,65906.07,0.0,,,Married,78.0,4296.0,592.0,1.0,0.0,,0
6295,4.0,Female,University,No loan,8.0,27.0,Sparks,,France,0.0,,58601.61,0.0,43.1602310607024,,,42.0,4583.0,710.0,,116085.06,1.0,0
6296,4.0,,,No loan,8.0,19.0,,48.0,Germany,0.0,0.0,36091.91,0.0,78.5128292930162,Mass Market,Married,,,,1.0,132403.56,,1
6297,7.0,Male,Postgraduate,Active loan,1.0,30.0,,44.0,,,1.0,,1.0,,High Net Worth,Divorced,51.0,,554.0,0.0,85304.27,,0
6298,,Female,High School,No loan,9.0,,Yin,48.0,France,0.0,,,1.0,92.3247020342736,Mass Market,,,,554.0,,0.0,,0
6299,,Male,University,No loan,10.0,,,42.0,France,0.0,1.0,,,97.7058996221864,,,75.0,,677.0,1.0,99580.13,1.0,0
6300,0.0,Female,University,No loan,10.0,23.0,Sal,41.0,Spain,0.0,1.0,71405.17,,52.1034690459779,,Married,49.0,1863.0,576.0,1.0,97378.54,1.0,0
6301,2.0,Male,University,,10.0,,Morrison,33.0,France,,1.0,71333.44,0.0,122.431951375691,,Married,,2682.0,750.0,,152302.72,1.0,0
6302,3.0,,University,No loan,,,Okeke,,France,0.0,1.0,16281.68,1.0,53.2529457380706,Mass Market,Married,58.0,,771.0,1.0,105229.72,1.0,1
6303,8.0,Male,High School,Active loan,,26.0,Moretti,,Germany,0.0,0.0,,,158.733969215642,Affluent,Single,,6296.0,737.0,,96353.8,1.0,0
6304,,Female,,,8.0,34.0,Jones,,,0.0,1.0,129890.94,,35.6023151896363,Mass Market,,52.0,3731.0,550.0,,,,0
6305,,Male,High School,,,30.0,,,Spain,0.0,,104648.58,1.0,71.5309298732323,Affluent,Single,,3096.0,691.0,0.0,103000.94,,0
6306,7.0,Female,University,No loan,10.0,36.0,McKenzie,31.0,,,,48778.46,,,Mass Market,Married,,,,,0.0,2.0,0
6307,,Female,High School,Active loan,6.0,32.0,Tu,34.0,France,0.0,1.0,,,87.5588470805455,Affluent,,75.0,3033.0,732.0,0.0,122338.43,2.0,0
6308,2.0,Male,University,,,38.0,Mazzanti,77.0,Spain,0.0,,,,74.8732964506557,,Married,69.0,2562.0,667.0,1.0,,1.0,0
6309,4.0,,High School,Active loan,6.0,27.0,Ifeatu,31.0,,0.0,1.0,47832.82,1.0,62.1447056394705,Affluent,,29.0,,,0.0,98899.91,1.0,0
6310,1.0,Male,,No loan,8.0,,,36.0,France,,1.0,192387.51,1.0,61.4492474989875,Mass Market,Married,56.0,6261.0,606.0,1.0,155655.46,1.0,1
6311,,Female,University,No loan,8.0,33.0,,28.0,France,0.0,1.0,37092.43,0.0,30.8332698831471,Mass Market,Married,52.0,2462.0,791.0,1.0,0.0,1.0,0
6312,6.0,Female,,No loan,8.0,31.0,Findlay,35.0,,0.0,1.0,143463.28,,106.321102824125,Mass Market,Married,,,608.0,1.0,0.0,2.0,0
6313,8.0,Male,University,No loan,,,Pinto,40.0,,0.0,1.0,95140.62,1.0,203.490973510246,Mass Market,Married,56.0,5827.0,567.0,1.0,28649.64,1.0,0
6314,1.0,Male,,Default risk,0.0,33.0,,30.0,,3.0,1.0,,0.0,64.2747270970571,High Net Worth,Widowed,,,723.0,,,3.0,1
6315,1.0,Male,,,8.0,,Lucchesi,27.0,France,0.0,1.0,,1.0,90.4891739026868,Mass Market,Married,50.0,5789.0,,,77805.66,1.0,0
6316,2.0,,University,,9.0,28.0,,,Germany,0.0,1.0,36980.54,0.0,,,Married,,1881.0,850.0,1.0,94078.97,2.0,0
6317,4.0,,,No loan,8.0,30.0,Yuan,,France,,0.0,,,,Mass Market,Married,76.0,233.0,,1.0,0.0,2.0,0
6318,6.0,Male,High School,No loan,9.0,29.0,Ulyanov,23.0,,0.0,1.0,45309.24,0.0,77.5502518659864,Affluent,Single,49.0,6052.0,598.0,1.0,0.0,2.0,0
6319,5.0,,High School,Active loan,6.0,,Nebechi,,France,,0.0,,0.0,,,,48.0,,,0.0,0.0,2.0,0
6320,1.0,Female,High School,,9.0,,McKay,,Germany,0.0,1.0,,0.0,,Mass Market,Married,80.0,,699.0,1.0,200117.76,,0
6321,,Female,Postgraduate,,3.0,36.0,,,France,1.0,,168002.31,,103.312889441911,,Divorced,64.0,1783.0,,0.0,,1.0,1
6322,6.0,,High School,Active loan,5.0,19.0,,36.0,France,,0.0,84749.96,0.0,,Affluent,,50.0,6217.0,,,,2.0,0
6323,3.0,Male,High School,Active loan,4.0,30.0,,,Germany,0.0,,54530.51,0.0,107.68929582648,,,81.0,6064.0,651.0,0.0,121890.06,1.0,1
6324,8.0,,,Default risk,1.0,22.0,Smith,55.0,,2.0,,137519.92,0.0,,High Net Worth,Divorced,77.0,5105.0,484.0,0.0,,,1
6325,,Male,University,,,37.0,Potter,,France,0.0,1.0,76515.79,,52.1821704468382,Mass Market,Married,84.0,5506.0,518.0,1.0,0.0,2.0,0
6326,0.0,Female,University,No loan,,28.0,Barbour,35.0,Germany,0.0,,163587.9,0.0,103.639247091619,Mass Market,Married,,1023.0,624.0,1.0,180303.24,,0
6327,8.0,Male,High School,Active loan,,30.0,Chidubem,35.0,Spain,0.0,,91092.84,,118.678164596874,Affluent,Single,59.0,6648.0,,0.0,,1.0,0
6328,2.0,Female,,,4.0,26.0,Johnston,,,0.0,,,,117.020638864418,,Single,65.0,172.0,,0.0,0.0,,1
6329,5.0,Male,,,1.0,32.0,Ibekwe,,France,1.0,,161579.85,1.0,,High Net Worth,Divorced,,5127.0,,,0.0,2.0,0
6330,3.0,Male,High School,,9.0,,Trevisani,,Germany,0.0,1.0,,0.0,95.0348197663148,Mass Market,,,,488.0,1.0,114540.38,,0
6331,10.0,Female,University,,10.0,,Padovesi,35.0,France,,1.0,25161.61,1.0,,,Married,47.0,1948.0,577.0,1.0,,,0
6332,,Male,High School,,9.0,34.0,Horsley,,Spain,0.0,1.0,,0.0,145.790735520079,Mass Market,,67.0,,509.0,1.0,0.0,2.0,0
6333,8.0,Male,High School,No loan,,27.0,,43.0,Germany,0.0,1.0,,,73.990322990489,Mass Market,,62.0,2130.0,674.0,,,2.0,0
6334,2.0,,University,,9.0,,Bruce,30.0,Spain,0.0,1.0,,0.0,89.8171891339872,Mass Market,Married,,2100.0,681.0,1.0,,1.0,0
6335,2.0,Female,University,No loan,,22.0,,,France,0.0,1.0,101348.88,,52.5367506378654,Mass Market,Married,41.0,1.0,619.0,1.0,0.0,1.0,1
6336,,Male,High School,Active loan,5.0,,,32.0,France,0.0,,179657.83,,,Affluent,,,,762.0,1.0,191775.65,1.0,0
6337,8.0,Female,High School,No loan,,,Wright,,,0.0,0.0,9855.81,1.0,,Mass Market,Married,53.0,,750.0,1.0,,1.0,0
6339,8.0,Male,University,No loan,8.0,24.0,Ojiofor,28.0,,0.0,1.0,126561.07,,52.0936542701653,Mass Market,Married,75.0,1015.0,,,0.0,2.0,0
6340,5.0,Male,High School,No loan,9.0,,Glover,26.0,,,1.0,3298.65,,,Affluent,Single,60.0,4596.0,,1.0,90402.77,1.0,0
6341,1.0,Male,University,No loan,8.0,28.0,Afamefuna,36.0,Spain,,1.0,146371.72,1.0,,Mass Market,Married,60.0,,629.0,,161757.87,,0
6342,1.0,,,No loan,9.0,25.0,,33.0,,0.0,0.0,,0.0,,Mass Market,Married,44.0,,456.0,1.0,188285.68,1.0,0
6343,1.0,Male,University,,10.0,25.0,,,,0.0,1.0,85439.73,,110.842088034421,Mass Market,,,3194.0,,1.0,0.0,2.0,0
6344,5.0,Female,University,No loan,10.0,25.0,,,France,,1.0,194681.6,,135.941784699403,Mass Market,Married,80.0,,581.0,,102258.11,2.0,0
6345,4.0,,University,No loan,,32.0,,32.0,France,0.0,0.0,23920.65,1.0,53.4360833768437,Mass Market,Married,69.0,4051.0,,,83772.95,1.0,0
6346,,Female,High School,No loan,,25.0,Olsen,,,0.0,1.0,138871.12,,82.1792362774069,Affluent,Single,48.0,,,,166909.2,2.0,1
6347,2.0,Male,,Active loan,7.0,26.0,,29.0,,1.0,1.0,,,103.75639342135,,Divorced,,2555.0,769.0,0.0,123757.52,,0
6348,2.0,Male,,No loan,,26.0,Hsia,74.0,France,0.0,,51554.58,,108.969762675307,Mass Market,Married,77.0,1408.0,,,,2.0,0
6349,5.0,Male,University,No loan,,35.0,Anenechukwu,32.0,Spain,,1.0,,,34.2102617299187,Mass Market,,74.0,,615.0,,,,0
6350,3.0,Male,,No loan,8.0,37.0,Tai,33.0,,,,45348.08,0.0,,Mass Market,Married,62.0,734.0,675.0,1.0,0.0,2.0,0
6351,,Male,Postgraduate,Active loan,,,,48.0,Germany,1.0,,,0.0,80.6993364073513,High Net Worth,Divorced,,2312.0,511.0,0.0,149726.08,1.0,1
6352,7.0,Female,University,No loan,10.0,26.0,Barnett,,Germany,,1.0,153194.32,0.0,89.2289369791242,,Married,64.0,4139.0,671.0,,114603.76,,1
6353,8.0,Female,High School,Active loan,,33.0,Wade,,,0.0,1.0,42410.21,,,Affluent,Single,46.0,1583.0,677.0,0.0,130866.19,,0
6354,4.0,Male,University,No loan,,22.0,Tien,20.0,France,0.0,,,1.0,,Mass Market,,,2004.0,,1.0,,1.0,0
6355,3.0,Female,Postgraduate,Active loan,3.0,32.0,,,Germany,1.0,0.0,,,53.3822725520776,High Net Worth,Divorced,,3359.0,619.0,0.0,100488.92,2.0,0
6356,7.0,Female,,No loan,10.0,34.0,,63.0,France,0.0,1.0,,1.0,39.1383769805069,,,,5458.0,681.0,,,2.0,0
6357,6.0,,,,8.0,32.0,Kornilova,,,0.0,1.0,,,83.3386183386186,Mass Market,Married,,,596.0,1.0,121345.88,,1
6358,8.0,Male,High School,Active loan,,30.0,Stoneman,43.0,Germany,0.0,,148412.24,1.0,,Affluent,Single,57.0,6657.0,,,119654.44,,1
6359,4.0,,High School,,4.0,26.0,Fleming,27.0,France,0.0,,80587.27,0.0,139.058683209877,,Single,,6490.0,462.0,0.0,176913.52,,0
6360,3.0,,Postgraduate,Active loan,,26.0,Brookes,27.0,France,1.0,,,0.0,,,Divorced,65.0,4510.0,553.0,0.0,,,0
6361,2.0,Female,High School,Active loan,,,Davis,,,,1.0,59237.72,,101.995955906046,Affluent,Single,67.0,,741.0,1.0,,,0
6362,6.0,Male,Postgraduate,,7.0,29.0,Price,50.0,France,,1.0,165035.17,1.0,52.4447778659947,High Net Worth,Divorced,,3986.0,512.0,0.0,94164.0,1.0,0
6363,8.0,,University,No loan,9.0,,Marsden,37.0,,,1.0,163641.53,,183.991186363963,Mass Market,Married,83.0,4362.0,,1.0,128650.11,,0
6364,1.0,,,Active loan,6.0,,Okagbue,41.0,France,,1.0,,1.0,143.950796121816,Affluent,Single,52.0,5853.0,600.0,0.0,0.0,2.0,0
6365,1.0,Male,High School,No loan,4.0,31.0,Davide,43.0,France,0.0,,123547.28,0.0,124.779319778653,Affluent,Single,67.0,5334.0,737.0,1.0,101960.74,,0
6366,9.0,Male,University,No loan,8.0,27.0,Rose,31.0,,0.0,1.0,48963.59,1.0,,Mass Market,Married,64.0,6327.0,596.0,1.0,0.0,2.0,0
6367,,Female,,No loan,8.0,,Sargood,37.0,Spain,0.0,,129563.86,,99.1573851301346,Mass Market,Married,72.0,5300.0,,,140363.95,2.0,0
6368,1.0,Female,,Active loan,3.0,37.0,Zhdanov,21.0,,1.0,1.0,84008.66,0.0,84.5107309477848,,,61.0,4381.0,632.0,0.0,0.0,2.0,0
6369,5.0,Female,High School,No loan,9.0,30.0,Yu,60.0,France,0.0,,,1.0,143.257055751962,,Married,52.0,6680.0,741.0,1.0,0.0,1.0,0
6370,9.0,Male,High School,Active loan,5.0,35.0,Gray,69.0,,0.0,0.0,8751.59,1.0,,,Single,52.0,,,1.0,78778.49,1.0,0
6371,2.0,Female,Other,,0.0,,,,Germany,3.0,1.0,25325.07,,79.9546829357798,High Net Worth,Widowed,41.0,1618.0,650.0,0.0,,,0
6372,,Female,,No loan,8.0,28.0,Distefano,,,0.0,0.0,,,,Mass Market,Married,57.0,,,,0.0,,1
6373,7.0,Female,,,4.0,,Brown,27.0,Germany,,1.0,101418.05,1.0,111.093280096732,Affluent,Single,66.0,3146.0,637.0,0.0,135842.89,1.0,0
6374,,Male,University,No loan,8.0,34.0,Schmidt,26.0,France,0.0,1.0,,0.0,,Mass Market,Married,48.0,,,1.0,111128.04,1.0,1
6375,,,University,,8.0,,,73.0,France,0.0,0.0,107867.38,1.0,,Mass Market,Married,46.0,4032.0,,,0.0,,0
6376,2.0,Male,University,,9.0,,,,,,0.0,,1.0,66.0957988200386,Mass Market,Married,81.0,6843.0,445.0,,136770.67,1.0,0
6377,10.0,Male,University,,10.0,31.0,Burgess,52.0,,0.0,0.0,146359.81,0.0,103.022751254761,,Married,,911.0,811.0,1.0,76915.4,,1
6378,2.0,Male,,,8.0,38.0,Philip,22.0,Spain,,,9684.52,,,Mass Market,Married,,756.0,850.0,1.0,0.0,2.0,0
6379,4.0,Male,University,No loan,,26.0,Yashina,,,,,77335.75,,183.95540028499,Mass Market,Married,68.0,4647.0,,1.0,93249.4,1.0,0
6380,5.0,Male,,,,33.0,,22.0,France,,1.0,117202.19,1.0,90.6151816553451,Mass Market,Married,61.0,361.0,733.0,1.0,,2.0,0
6381,,Male,,,8.0,24.0,Mazzi,,Germany,0.0,1.0,45591.23,0.0,71.6530689878612,Mass Market,Married,60.0,,,1.0,139675.07,2.0,0
6382,4.0,,High School,No loan,9.0,29.0,,,France,0.0,1.0,55558.51,,42.9244829386418,,Single,57.0,1125.0,571.0,1.0,108825.34,,1
6383,1.0,Male,,,10.0,36.0,,,France,0.0,0.0,41590.4,,132.291349115241,Mass Market,Married,90.0,5727.0,711.0,1.0,0.0,1.0,0
6384,,Female,University,,8.0,27.0,Toscani,,France,0.0,1.0,124592.84,1.0,,Mass Market,Married,79.0,6901.0,678.0,,0.0,2.0,0
6385,9.0,Female,High School,Active loan,6.0,26.0,Fadden,,France,,,,0.0,77.7037086929527,Affluent,Single,69.0,6109.0,443.0,0.0,,,1
6386,9.0,Male,,No loan,2.0,32.0,,,,0.0,,65089.38,0.0,92.7011757206693,Affluent,,,,662.0,1.0,0.0,,0
6387,,Male,University,No loan,,,Harrison,58.0,France,0.0,1.0,80344.96,1.0,77.519367942552,,Married,,,746.0,1.0,0.0,3.0,1
6388,,Female,High School,,9.0,,,,,0.0,1.0,,0.0,166.503227597444,,Married,73.0,2514.0,,1.0,120847.11,1.0,1
6389,4.0,Male,University,No loan,,28.0,,58.0,Spain,0.0,1.0,191419.32,1.0,,Mass Market,Married,,5242.0,489.0,,0.0,2.0,0
6390,1.0,Male,,,,34.0,,52.0,Germany,,1.0,92033.98,0.0,85.186161284385,Affluent,Married,63.0,4297.0,452.0,1.0,98443.14,2.0,0
6391,3.0,Male,Postgraduate,Active loan,,18.0,Graham,29.0,France,1.0,,55972.56,0.0,,High Net Worth,Divorced,59.0,4831.0,528.0,0.0,102787.42,,0
6392,3.0,Female,University,No loan,8.0,,Li,35.0,Spain,,,47114.18,1.0,202.568756416302,Mass Market,Married,,6866.0,,1.0,119349.69,3.0,1
